3252.0	8661.0	49736.0	49195.0	15663.0
1622.0	3885.0	14074.0	34064.0	25058.0
34.0	81.0	87.0	305.0	685.0
8309.0	14985.0	36370.0	43024.0	32874.0
37542.0	33819.0	3315.0	2736.0	1096.0
9642.0	4544.0	3225.0	1603.0	973.0
2402.0	322.0	56.0	18.0	6.0
248.0	80.0	20.0	12.0	14.0
426.0	310.0	100.0	42.0	18.0
178.0	148.0	229.0	346.0	506.0
210.0	174.0	349.0	501.0	1059.0
526.0	325.0	494.0	464.0	759.0
163.0	130.0	272.0	290.0	354.0
5010.0	7313.0	10416.0	11032.0	14140.0
5087.0	4368.0	7671.0	11750.0	13962.0
2414.0	2882.0	5878.0	6467.0	5087.0
14016.0	6143.0	4499.0	4503.0	6598.0
1022.0	1180.0	2540.0	3133.0	3977.0
3881.0	6663.0	14728.0	19505.0	11587.0
32.0	57.0	159.0	206.0	157.0
3869.0	3185.0	5399.0	5930.0	7194.0
458.0	385.0	565.0	751.0	843.0
33.0	14.0	19.0	39.0	63.0
663.0	468.0	805.0	921.0	1101.0
295.0	431.0	1210.0	1693.0	1709.0
131522.0	105585.0	102279.0	84354.0	73962.0
110.0	459.0	437.0	54.0	20.0
