11913.0	49736.0	64858.0
5507.0	14074.0	59122.0
115.0	87.0	990.0
23294.0	36370.0	75898.0
71361.0	3315.0	3832.0
14186.0	3225.0	2576.0
2724.0	56.0	24.0
328.0	20.0	26.0
736.0	100.0	60.0
326.0	229.0	852.0
384.0	349.0	1560.0
851.0	494.0	1223.0
293.0	272.0	644.0
12323.0	10416.0	25172.0
9455.0	7671.0	25712.0
5296.0	5878.0	11554.0
20159.0	4499.0	11101.0
2202.0	2540.0	7110.0
10544.0	14728.0	31092.0
89.0	159.0	363.0
7054.0	5399.0	13124.0
843.0	565.0	1594.0
47.0	19.0	102.0
1131.0	805.0	2022.0
726.0	1210.0	3402.0
237107.0	102279.0	158316.0
569.0	437.0	74.0
